store_id,is_present
d84a4552-3668-4075-ad1d-16840294f818,true
d84a4552-3668-4075-ad1d-16840294f818,true
d84a4552-3668-4075-ad1d-16840294f818,true
d84a4552-3668-4075-ad1d-16840294f818,true
d84a4552-3668-4075-ad1d-16840294f818,true
d84a4552-3668-4075-ad1d-16840294f818,true
d84a4552-3668-4075-ad1d-16840294f818,true
bad8cf9f-5201-4da2-a1c8-87787537a0be,true
bad8cf9f-5201-4da2-a1c8-87787537a0be,true
bad8cf9f-5201-4da2-a1c8-87787537a0be,true
bad8cf9f-5201-4da2-a1c8-87787537a0be,true
bad8cf9f-5201-4da2-a1c8-87787537a0be,true
bad8cf9f-5201-4da2-a1c8-87787537a0be,true
bad8cf9f-5201-4da2-a1c8-87787537a0be,true
b0550b6a-bf9f-42fd-ade3-bb98acd74fe0,true
b0550b6a-bf9f-42fd-ade3-bb98acd74fe0,true
b0550b6a-bf9f-42fd-ade3-bb98acd74fe0,true
b0550b6a-bf9f-42fd-ade3-bb98acd74fe0,true
b0550b6a-bf9f-42fd-ade3-bb98acd74fe0,true
b0550b6a-bf9f-42fd-ade3-bb98acd74fe0,true
b0550b6a-bf9f-42fd-ade3-bb98acd74fe0,true
4839cffb-67d1-4d4a-ba32-361aca50b44a,true
4839cffb-67d1-4d4a-ba32-361aca50b44a,true
4839cffb-67d1-4d4a-ba32-361aca50b44a,true
4839cffb-67d1-4d4a-ba32-361aca50b44a,true
4839cffb-67d1-4d4a-ba32-361aca50b44a,true
4839cffb-67d1-4d4a-ba32-361aca50b44a,true
4839cffb-67d1-4d4a-ba32-361aca50b44a,true
ea177507-fbeb-441f-a4b6-6464bf6671ef,true
ea177507-fbeb-441f-a4b6-6464bf6671ef,true
ea177507-fbeb-441f-a4b6-6464bf6671ef,true
ea177507-fbeb-441f-a4b6-6464bf6671ef,true
ea177507-fbeb-441f-a4b6-6464bf6671ef,true
ea177507-fbeb-441f-a4b6-6464bf6671ef,true
79846e0f-e06f-470f-85c1-599d012b03ba,true
79846e0f-e06f-470f-85c1-599d012b03ba,true
79846e0f-e06f-470f-85c1-599d012b03ba,true
79846e0f-e06f-470f-85c1-599d012b03ba,true
79846e0f-e06f-470f-85c1-599d012b03ba,true
79846e0f-e06f-470f-85c1-599d012b03ba,true
94462106-56c8-481a-b9f1-9d0adc061320,true
94462106-56c8-481a-b9f1-9d0adc061320,true
94462106-56c8-481a-b9f1-9d0adc061320,true
94462106-56c8-481a-b9f1-9d0adc061320,true
94462106-56c8-481a-b9f1-9d0adc061320,true
94462106-56c8-481a-b9f1-9d0adc061320,true
c344c3ae-76e9-4d7f-b398-cfc1bf80fc7a,true
c344c3ae-76e9-4d7f-b398-cfc1bf80fc7a,true
c344c3ae-76e9-4d7f-b398-cfc1bf80fc7a,true
c344c3ae-76e9-4d7f-b398-cfc1bf80fc7a,true
c344c3ae-76e9-4d7f-b398-cfc1bf80fc7a,true
c344c3ae-76e9-4d7f-b398-cfc1bf80fc7a,true
0df9efde-41eb-4883-a735-ddaac7184a08,true
0df9efde-41eb-4883-a735-ddaac7184a08,true
0df9efde-41eb-4883-a735-ddaac7184a08,true
0df9efde-41eb-4883-a735-ddaac7184a08,true
0df9efde-41eb-4883-a735-ddaac7184a08,true
0df9efde-41eb-4883-a735-ddaac7184a08,true
b29e16d2-dae8-46b5-95b8-a1bea190bf65,true
b29e16d2-dae8-46b5-95b8-a1bea190bf65,true
b29e16d2-dae8-46b5-95b8-a1bea190bf65,true
b29e16d2-dae8-46b5-95b8-a1bea190bf65,true
b29e16d2-dae8-46b5-95b8-a1bea190bf65,true
b29e16d2-dae8-46b5-95b8-a1bea190bf65,true
15ea80e7-1ba3-4941-bc20-3878c92fa8b4,true
15ea80e7-1ba3-4941-bc20-3878c92fa8b4,true
15ea80e7-1ba3-4941-bc20-3878c92fa8b4,true
15ea80e7-1ba3-4941-bc20-3878c92fa8b4,true
15ea80e7-1ba3-4941-bc20-3878c92fa8b4,true
15ea80e7-1ba3-4941-bc20-3878c92fa8b4,true
244d84a4-dc9a-46ae-b1e6-2e590732ce14,true
244d84a4-dc9a-46ae-b1e6-2e590732ce14,true
244d84a4-dc9a-46ae-b1e6-2e590732ce14,true
244d84a4-dc9a-46ae-b1e6-2e590732ce14,true
244d84a4-dc9a-46ae-b1e6-2e590732ce14,true
244d84a4-dc9a-46ae-b1e6-2e590732ce14,true
5de1dfd5-1f1e-460a-91f6-71c72ce4d3ba,true
5de1dfd5-1f1e-460a-91f6-71c72ce4d3ba,true
5de1dfd5-1f1e-460a-91f6-71c72ce4d3ba,true
5de1dfd5-1f1e-460a-91f6-71c72ce4d3ba,true
5de1dfd5-1f1e-460a-91f6-71c72ce4d3ba,true
5de1dfd5-1f1e-460a-91f6-71c72ce4d3ba,true
da86ec4a-8565-4435-aebf-a9b850203299,true
da86ec4a-8565-4435-aebf-a9b850203299,true
da86ec4a-8565-4435-aebf-a9b850203299,true
da86ec4a-8565-4435-aebf-a9b850203299,true
da86ec4a-8565-4435-aebf-a9b850203299,true
da86ec4a-8565-4435-aebf-a9b850203299,true
1c5fdd59-cb6e-4763-a502-9a8baefb426e,true
1c5fdd59-cb6e-4763-a502-9a8baefb426e,true
1c5fdd59-cb6e-4763-a502-9a8baefb426e,true
1c5fdd59-cb6e-4763-a502-9a8baefb426e,true
1c5fdd59-cb6e-4763-a502-9a8baefb426e,true
1c5fdd59-cb6e-4763-a502-9a8baefb426e,true
ae95a608-76f0-4038-a9dc-43069229a03d,true
ae95a608-76f0-4038-a9dc-43069229a03d,true
ae95a608-76f0-4038-a9dc-43069229a03d,true
56ad48ba-13bd-4224-85eb-5e2c3c1b154c,true
56ad48ba-13bd-4224-85eb-5e2c3c1b154c,true
56ad48ba-13bd-4224-85eb-5e2c3c1b154c,true
29acd182-f9c2-49da-97ce-a63a5f0f095f,true
29acd182-f9c2-49da-97ce-a63a5f0f095f,true
29acd182-f9c2-49da-97ce-a63a5f0f095f,true
23924ea4-f183-4633-b5f3-408eac835651,true
23924ea4-f183-4633-b5f3-408eac835651,true
23924ea4-f183-4633-b5f3-408eac835651,true
0b2ffa63-52ad-489a-bbec-9f73de2b45e8,true
0b2ffa63-52ad-489a-bbec-9f73de2b45e8,true
0b2ffa63-52ad-489a-bbec-9f73de2b45e8,true
162d8345-cae8-4692-bb02-77a44a657388,true
162d8345-cae8-4692-bb02-77a44a657388,true
162d8345-cae8-4692-bb02-77a44a657388,true
6bea2a32-0722-405a-afec-f5f7cb67da88,true
6bea2a32-0722-405a-afec-f5f7cb67da88,true
6bea2a32-0722-405a-afec-f5f7cb67da88,true
7613a03c-5793-42d5-b163-0864680749c6,true
7613a03c-5793-42d5-b163-0864680749c6,true
7613a03c-5793-42d5-b163-0864680749c6,true
7613a03c-5793-42d5-b163-0864680749c6,true
85645d8c-4b70-4078-8b9a-6aefe6868159,true
85645d8c-4b70-4078-8b9a-6aefe6868159,true
85645d8c-4b70-4078-8b9a-6aefe6868159,true
85645d8c-4b70-4078-8b9a-6aefe6868159,true
85645d8c-4b70-4078-8b9a-6aefe6868159,true
85645d8c-4b70-4078-8b9a-6aefe6868159,true
85645d8c-4b70-4078-8b9a-6aefe6868159,true
34ebd7e9-c737-4d40-9684-75a9f1739f94,true
34ebd7e9-c737-4d40-9684-75a9f1739f94,true
34ebd7e9-c737-4d40-9684-75a9f1739f94,true
12176ba4-c426-4876-a213-c0b587e76fae,true
12176ba4-c426-4876-a213-c0b587e76fae,true
12176ba4-c426-4876-a213-c0b587e76fae,true
a14195f0-a93a-42be-9197-5573d4448d47,true
a14195f0-a93a-42be-9197-5573d4448d47,true
a14195f0-a93a-42be-9197-5573d4448d47,true
3d860535-466f-4fa3-b6be-16985179a037,true
3d860535-466f-4fa3-b6be-16985179a037,true
3d860535-466f-4fa3-b6be-16985179a037,true
15ff0630-3159-424f-b39c-9b4a567797ff,true
15ff0630-3159-424f-b39c-9b4a567797ff,true
15ff0630-3159-424f-b39c-9b4a567797ff,true
01b0e90e-4bbb-4bad-a0d0-fa9f4eae8c82,true
01b0e90e-4bbb-4bad-a0d0-fa9f4eae8c82,true
01b0e90e-4bbb-4bad-a0d0-fa9f4eae8c82,true
16a37961-10c0-49f0-bed7-fb18e76eb192,true
16a37961-10c0-49f0-bed7-fb18e76eb192,true
16a37961-10c0-49f0-bed7-fb18e76eb192,true
bcf8b190-b281-49b5-a980-4fcd903fbc0a,true
bcf8b190-b281-49b5-a980-4fcd903fbc0a,true
57681cb2-cbe2-4aa7-82ff-800a8a4c8ec1,true
57681cb2-cbe2-4aa7-82ff-800a8a4c8ec1,true
57681cb2-cbe2-4aa7-82ff-800a8a4c8ec1,true
a522ccf7-5a94-459c-86ac-dfbd5706e0c3,true
a522ccf7-5a94-459c-86ac-dfbd5706e0c3,true
a522ccf7-5a94-459c-86ac-dfbd5706e0c3,true
ab7ce011-ae25-4486-9c16-8e44a0a6236d,true
ab7ce011-ae25-4486-9c16-8e44a0a6236d,true
ab7ce011-ae25-4486-9c16-8e44a0a6236d,true
ab7ce011-ae25-4486-9c16-8e44a0a6236d,true
ab7ce011-ae25-4486-9c16-8e44a0a6236d,true
ab7ce011-ae25-4486-9c16-8e44a0a6236d,true
a3fed5bd-fb0c-47bd-a021-f11c62a0ab73,true
a3fed5bd-fb0c-47bd-a021-f11c62a0ab73,true
a3fed5bd-fb0c-47bd-a021-f11c62a0ab73,true
a3fed5bd-fb0c-47bd-a021-f11c62a0ab73,true
a3fed5bd-fb0c-47bd-a021-f11c62a0ab73,true
a3fed5bd-fb0c-47bd-a021-f11c62a0ab73,true
f01481f7-7f96-4bb2-af82-aac59d7e72cb,true
f01481f7-7f96-4bb2-af82-aac59d7e72cb,true
f01481f7-7f96-4bb2-af82-aac59d7e72cb,true
f01481f7-7f96-4bb2-af82-aac59d7e72cb,true
f01481f7-7f96-4bb2-af82-aac59d7e72cb,true
f01481f7-7f96-4bb2-af82-aac59d7e72cb,true
e4c955d0-a293-499b-9024-b8f793d3297f,true
e4c955d0-a293-499b-9024-b8f793d3297f,true
e4c955d0-a293-499b-9024-b8f793d3297f,true
e4c955d0-a293-499b-9024-b8f793d3297f,true
e4c955d0-a293-499b-9024-b8f793d3297f,true
e4c955d0-a293-499b-9024-b8f793d3297f,true
e4c955d0-a293-499b-9024-b8f793d3297f,true
e5d35571-6e31-42b1-a597-1bea7a6aaaa7,true
e5d35571-6e31-42b1-a597-1bea7a6aaaa7,true
e5d35571-6e31-42b1-a597-1bea7a6aaaa7,true
e5d35571-6e31-42b1-a597-1bea7a6aaaa7,true
e5d35571-6e31-42b1-a597-1bea7a6aaaa7,true
e5d35571-6e31-42b1-a597-1bea7a6aaaa7,true
6fd9fedf-0382-4bd6-9a2c-8021353b57d8,true
6fd9fedf-0382-4bd6-9a2c-8021353b57d8,true
6fd9fedf-0382-4bd6-9a2c-8021353b57d8,true
6fd9fedf-0382-4bd6-9a2c-8021353b57d8,true
6fd9fedf-0382-4bd6-9a2c-8021353b57d8,true
6fd9fedf-0382-4bd6-9a2c-8021353b57d8,true
383682ea-7eb2-419f-80de-26542753328b,true
383682ea-7eb2-419f-80de-26542753328b,true
383682ea-7eb2-419f-80de-26542753328b,true
383682ea-7eb2-419f-80de-26542753328b,true
383682ea-7eb2-419f-80de-26542753328b,true
383682ea-7eb2-419f-80de-26542753328b,true
f3c9f8f0-ae09-40c5-9020-17a4137c0001,true
f3c9f8f0-ae09-40c5-9020-17a4137c0001,true
f3c9f8f0-ae09-40c5-9020-17a4137c0001,true
ea1b7ba9-148c-4efe-8fca-24506f6d78c4,true
ea1b7ba9-148c-4efe-8fca-24506f6d78c4,true
ea1b7ba9-148c-4efe-8fca-24506f6d78c4,true
2b8bb820-a55d-4a49-a01c-1db6ee9d9ab1,true
2b8bb820-a55d-4a49-a01c-1db6ee9d9ab1,true
2b8bb820-a55d-4a49-a01c-1db6ee9d9ab1,true
65481df2-caa4-4a19-9e2c-8eb77e667c92,true
65481df2-caa4-4a19-9e2c-8eb77e667c92,true
65481df2-caa4-4a19-9e2c-8eb77e667c92,true
68e38998-8d0b-49f5-bcbf-bf0fa4fed692,true
68e38998-8d0b-49f5-bcbf-bf0fa4fed692,true
68e38998-8d0b-49f5-bcbf-bf0fa4fed692,true
982bc638-b74b-4cc0-873a-11a08a48e99c,true
982bc638-b74b-4cc0-873a-11a08a48e99c,true
982bc638-b74b-4cc0-873a-11a08a48e99c,true
e6812f40-c99e-4080-98ff-4eca19427347,true
e6812f40-c99e-4080-98ff-4eca19427347,true
e6812f40-c99e-4080-98ff-4eca19427347,true
d9545095-b698-4992-9ad8-f477b6ae0cf4,true
d9545095-b698-4992-9ad8-f477b6ae0cf4,true
d9545095-b698-4992-9ad8-f477b6ae0cf4,true
dedb9037-2f5f-4cc0-bdcf-7dae9ff76d2f,true
dedb9037-2f5f-4cc0-bdcf-7dae9ff76d2f,true
dedb9037-2f5f-4cc0-bdcf-7dae9ff76d2f,true
dedb9037-2f5f-4cc0-bdcf-7dae9ff76d2f,true
9a751871-5143-4f7e-802d-d0b5588109d2,true
9a751871-5143-4f7e-802d-d0b5588109d2,true
9a751871-5143-4f7e-802d-d0b5588109d2,true
9a751871-5143-4f7e-802d-d0b5588109d2,true
72a5d033-c529-43bb-9f19-b9d02f5fb5b3,true
72a5d033-c529-43bb-9f19-b9d02f5fb5b3,true
72a5d033-c529-43bb-9f19-b9d02f5fb5b3,true
72a5d033-c529-43bb-9f19-b9d02f5fb5b3,true
ec2e0fde-adae-4b4f-b2fc-7b5ff3a48ced,true
ec2e0fde-adae-4b4f-b2fc-7b5ff3a48ced,true
ec2e0fde-adae-4b4f-b2fc-7b5ff3a48ced,true
ec2e0fde-adae-4b4f-b2fc-7b5ff3a48ced,true
ec2e0fde-adae-4b4f-b2fc-7b5ff3a48ced,true
ec2e0fde-adae-4b4f-b2fc-7b5ff3a48ced,true
ec2e0fde-adae-4b4f-b2fc-7b5ff3a48ced,true
9ba17e8c-0505-4fa1-8768-4237da32c4a2,true
9ba17e8c-0505-4fa1-8768-4237da32c4a2,true
9ba17e8c-0505-4fa1-8768-4237da32c4a2,true
9ba17e8c-0505-4fa1-8768-4237da32c4a2,true
9ba17e8c-0505-4fa1-8768-4237da32c4a2,true
9ba17e8c-0505-4fa1-8768-4237da32c4a2,true
9ba17e8c-0505-4fa1-8768-4237da32c4a2,true
b69fd6f9-1ea9-4772-aadb-47f2318c4a7d,true
b69fd6f9-1ea9-4772-aadb-47f2318c4a7d,true
b69fd6f9-1ea9-4772-aadb-47f2318c4a7d,true
b69fd6f9-1ea9-4772-aadb-47f2318c4a7d,true
b69fd6f9-1ea9-4772-aadb-47f2318c4a7d,true
b69fd6f9-1ea9-4772-aadb-47f2318c4a7d,true
b69fd6f9-1ea9-4772-aadb-47f2318c4a7d,true
0b30a877-421a-42d1-80f4-324bc4f460f8,true
9cb6745d-b79b-4cd8-aedd-f52fd38f0e9a,true
d1b302f4-5593-4482-b410-61c5ad784dbf,true
00d3080b-63b0-46c3-ad41-35ba3e84e922,true
00d3080b-63b0-46c3-ad41-35ba3e84e922,true
5270d179-d6cf-4ae8-a13c-874b7c9c5499,true
5270d179-d6cf-4ae8-a13c-874b7c9c5499,true
604a4b2a-2202-4289-a0b6-fd863a6cbfd2,true
604a4b2a-2202-4289-a0b6-fd863a6cbfd2,true
604a4b2a-2202-4289-a0b6-fd863a6cbfd2,true
89b9f0d4-8adb-4170-a951-7485d819be53,true
89b9f0d4-8adb-4170-a951-7485d819be53,true
15fdeb78-8a7d-44cb-894a-8f66a55f6b1a,true
15fdeb78-8a7d-44cb-894a-8f66a55f6b1a,true
15fdeb78-8a7d-44cb-894a-8f66a55f6b1a,true
15fdeb78-8a7d-44cb-894a-8f66a55f6b1a,true
15fdeb78-8a7d-44cb-894a-8f66a55f6b1a,true
1f6fbbdd-0062-4ce0-853d-19eb652ef114,true
1f6fbbdd-0062-4ce0-853d-19eb652ef114,true
952090f7-9e9b-4a46-93c1-307dc8419cf1,true
952090f7-9e9b-4a46-93c1-307dc8419cf1,true
952090f7-9e9b-4a46-93c1-307dc8419cf1,true
952090f7-9e9b-4a46-93c1-307dc8419cf1,true
952090f7-9e9b-4a46-93c1-307dc8419cf1,true
952090f7-9e9b-4a46-93c1-307dc8419cf1,true
fbb0f36a-7223-45a5-9489-7186c59605f7,true
fbb0f36a-7223-45a5-9489-7186c59605f7,true
0e778630-cc42-40a0-9b44-18602454c90f,true
0e778630-cc42-40a0-9b44-18602454c90f,true
0e778630-cc42-40a0-9b44-18602454c90f,true
0e778630-cc42-40a0-9b44-18602454c90f,true
0e778630-cc42-40a0-9b44-18602454c90f,true
0e778630-cc42-40a0-9b44-18602454c90f,true
704a1da9-c299-46e9-8ee0-4678e5cc53fc,true
704a1da9-c299-46e9-8ee0-4678e5cc53fc,true
d58d3735-3173-497d-88ff-bc567c32cfd0,true
d58d3735-3173-497d-88ff-bc567c32cfd0,true
fa073601-305e-4a36-8191-b172dd362147,true
fa073601-305e-4a36-8191-b172dd362147,true
f660ed62-e1d2-4e4f-ab29-9104fb0224e3,true
f660ed62-e1d2-4e4f-ab29-9104fb0224e3,true
f660ed62-e1d2-4e4f-ab29-9104fb0224e3,true
f660ed62-e1d2-4e4f-ab29-9104fb0224e3,true
f660ed62-e1d2-4e4f-ab29-9104fb0224e3,true
18e6317d-9e44-4996-bd7e-f33da104d065,true
18e6317d-9e44-4996-bd7e-f33da104d065,true
d51f9925-89ff-4e03-96a4-a0767c893460,true
d51f9925-89ff-4e03-96a4-a0767c893460,true
0dbad7a9-23c3-4001-99e3-755de308e928,true
0dbad7a9-23c3-4001-99e3-755de308e928,true
a05f10cc-b330-4115-b104-7bbbe5638eab,true
a05f10cc-b330-4115-b104-7bbbe5638eab,true
d4f5a61b-b3ca-4783-aacf-df4939c541a4,true
d4f5a61b-b3ca-4783-aacf-df4939c541a4,true
b16659ed-94cb-4597-b21a-6c7ff32d1573,true
b16659ed-94cb-4597-b21a-6c7ff32d1573,true
b30fa364-6eab-44c9-8413-72b709abd859,true
b30fa364-6eab-44c9-8413-72b709abd859,true
c9a763d7-5eab-44a1-bd3a-86e76d27dba2,true
c9a763d7-5eab-44a1-bd3a-86e76d27dba2,true
bec1f028-bbf5-4bd6-94e0-f3dbc601926b,true
bec1f028-bbf5-4bd6-94e0-f3dbc601926b,true
bec1f028-bbf5-4bd6-94e0-f3dbc601926b,true
bec1f028-bbf5-4bd6-94e0-f3dbc601926b,true
bec1f028-bbf5-4bd6-94e0-f3dbc601926b,true
bec1f028-bbf5-4bd6-94e0-f3dbc601926b,true
2af0f0db-a799-43ae-8eea-5aa0b6c41c68,true
2af0f0db-a799-43ae-8eea-5aa0b6c41c68,true
72cdc554-3948-431b-9112-8abe61ba5376,true
72cdc554-3948-431b-9112-8abe61ba5376,true
7613a03c-5793-42d5-b163-0864680749c6,true
9a751871-5143-4f7e-802d-d0b5588109d2,true
72a5d033-c529-43bb-9f19-b9d02f5fb5b3,true
0d78c700-8921-4abb-982d-a2c8284d1bec,true
0d78c700-8921-4abb-982d-a2c8284d1bec,true
0d78c700-8921-4abb-982d-a2c8284d1bec,true
0d78c700-8921-4abb-982d-a2c8284d1bec,true
0d78c700-8921-4abb-982d-a2c8284d1bec,true
7155ecd8-56fc-4b62-8051-a28d7d916fc2,true
7155ecd8-56fc-4b62-8051-a28d7d916fc2,true
7155ecd8-56fc-4b62-8051-a28d7d916fc2,true
7155ecd8-56fc-4b62-8051-a28d7d916fc2,true
7155ecd8-56fc-4b62-8051-a28d7d916fc2,true
4a4738f7-545e-4c59-b0d6-7b70b416541a,true
4a4738f7-545e-4c59-b0d6-7b70b416541a,true
4a4738f7-545e-4c59-b0d6-7b70b416541a,true
4a4738f7-545e-4c59-b0d6-7b70b416541a,true
4a4738f7-545e-4c59-b0d6-7b70b416541a,true
9c847bae-6fbd-4003-871e-1cc58ca675df,true
9c847bae-6fbd-4003-871e-1cc58ca675df,true
9c847bae-6fbd-4003-871e-1cc58ca675df,true
9c847bae-6fbd-4003-871e-1cc58ca675df,true
